2025-08-06 08:39:57,323 [main] INFO  org.apache.spark.deploy.worker.Worker - Started daemon with process name: 33@079a944478eb
2025-08-06 08:40:00,633 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5caf1e93{/logPage,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,641 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@939e5d1{/logPage/json,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,650 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@564f1d35{/,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,658 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@354dcaf0{/json,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,693 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@785547e8{/static,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,699 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@75333143{/log,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,722 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.ui.WorkerWebUI - Bound WorkerWebUI to 0.0.0.0, and started at http://079a944478eb:8081
2025-08-06 08:40:00,730 [worker-register-master-threadpool-0] INFO  org.apache.spark.deploy.worker.Worker - Connecting to master spark-master:7077...
2025-08-06 08:40:00,771 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@7f14a5db{/metrics/json,null,AVAILABLE,@Spark}
2025-08-06 08:40:00,912 [netty-rpc-connection-0] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to spark-master/172.18.0.9:7077 after 110 ms (0 ms spent in bootstraps)
2025-08-06 08:40:01,339 [dispatcher-event-loop-7] INFO  org.apache.spark.deploy.worker.Worker - Successfully registered with master spark://spark-master:7077
2025-08-06 08:40:02,607 [dispatcher-event-loop-8] INFO  org.apache.spark.deploy.worker.Worker - Asked to launch executor app-20250806084002-0000/0 for Thrift JDBC/ODBC Server
2025-08-06 08:40:02,644 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:40:02,647 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:40:02,647 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:40:02,647 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:40:02,648 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:40:02,693 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Launch command: "/opt/bitnami/java/bin/java" "-cp" "/opt/bitnami/spark/conf/:/opt/bitnami/spark/jars/*" "-Xmx1024M" "-Dspark.driver.port=39357" "-Djava.net.preferIPv6Addresses=false" "-XX:+IgnoreUnrecognizedVMOptions" "--add-opens=java.base/java.lang=ALL-UNNAMED" "--add-opens=java.base/java.lang.invoke=ALL-UNNAMED" "--add-opens=java.base/java.lang.reflect=ALL-UNNAMED" "--add-opens=java.base/java.io=ALL-UNNAMED" "--add-opens=java.base/java.net=ALL-UNNAMED" "--add-opens=java.base/java.nio=ALL-UNNAMED" "--add-opens=java.base/java.util=ALL-UNNAMED" "--add-opens=java.base/java.util.concurrent=ALL-UNNAMED" "--add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED" "--add-opens=java.base/sun.nio.ch=ALL-UNNAMED" "--add-opens=java.base/sun.nio.cs=ALL-UNNAMED" "--add-opens=java.base/sun.security.action=ALL-UNNAMED" "--add-opens=java.base/sun.util.calendar=ALL-UNNAMED" "--add-opens=java.security.jgss/sun.security.krb5=ALL-UNNAMED" "-Djdk.reflect.useDirectMethodHandle=false" "org.apache.spark.executor.CoarseGrainedExecutorBackend" "--driver-url" "spark://CoarseGrainedScheduler@1662e5eff489:39357" "--executor-id" "0" "--hostname" "172.18.0.11" "--cores" "2" "--app-id" "app-20250806084002-0000" "--worker-url" "spark://Worker@172.18.0.11:39517" "--resourceProfileId" "0"
2025-08-06 08:40:05,398 [main] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Started daemon with process name: 120@079a944478eb
2025-08-06 08:40:05,410 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for TERM
2025-08-06 08:40:05,412 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for HUP
2025-08-06 08:40:05,412 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for INT
2025-08-06 08:40:06,105 [main] WARN  org.apache.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-08-06 08:40:06,399 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:40:06,402 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:40:06,405 [main] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:40:06,409 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:40:06,412 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:40:07,102 [netty-rpc-connection-0] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to 1662e5eff489/172.18.0.12:39357 after 125 ms (0 ms spent in bootstraps)
2025-08-06 08:40:07,406 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:40:07,410 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:40:07,413 [main] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:40:07,414 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:40:07,415 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:40:07,591 [netty-rpc-connection-0] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to 1662e5eff489/172.18.0.12:39357 after 5 ms (0 ms spent in bootstraps)
2025-08-06 08:40:07,796 [main] INFO  org.apache.spark.storage.DiskBlockManager - Created local directory at /tmp/spark-66c1fe8a-9d5d-4377-911f-cd38dc4e4aca/executor-6240a9d5-a574-4d16-9ddd-15f39fdad4f2/blockmgr-cb189a48-54d0-4e75-ba38-ec70fda4deb8
2025-08-06 08:40:07,886 [main] INFO  org.apache.spark.storage.memory.MemoryStore - MemoryStore started with capacity 434.4 MiB
2025-08-06 08:40:08,285 [dispatcher-Executor] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Connecting to driver: spark://CoarseGrainedScheduler@1662e5eff489:39357
2025-08-06 08:40:08,288 [main] INFO  org.apache.spark.deploy.worker.WorkerWatcher - Connecting to worker spark://Worker@172.18.0.11:39517
2025-08-06 08:40:08,295 [netty-rpc-connection-1] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to /172.18.0.11:39517 after 3 ms (0 ms spent in bootstraps)
2025-08-06 08:40:08,302 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.WorkerWatcher - Successfully connected to spark://Worker@172.18.0.11:39517
2025-08-06 08:40:08,303 [dispatcher-Executor] INFO  org.apache.spark.resource.ResourceUtils - ==============================================================
2025-08-06 08:40:08,305 [dispatcher-Executor] INFO  org.apache.spark.resource.ResourceUtils - No custom resources configured for spark.executor.
2025-08-06 08:40:08,307 [dispatcher-Executor] INFO  org.apache.spark.resource.ResourceUtils - ==============================================================
2025-08-06 08:40:08,386 [dispatcher-Executor] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Successfully registered with driver
2025-08-06 08:40:08,390 [dispatcher-Executor] INFO  org.apache.spark.executor.Executor - Starting executor ID 0 on host 172.18.0.11
2025-08-06 08:40:08,498 [dispatcher-Executor] INFO  org.apache.spark.util.Utils - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 44889.
2025-08-06 08:40:08,499 [dispatcher-Executor] INFO  org.apache.spark.network.netty.NettyBlockTransferService - Server created on 172.18.0.11:44889
2025-08-06 08:40:08,510 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManager - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2025-08-06 08:40:08,533 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManagerMaster - Registering BlockManager BlockManagerId(0, 172.18.0.11, 44889, None)
2025-08-06 08:40:08,571 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManagerMaster - Registered BlockManager BlockManagerId(0, 172.18.0.11, 44889, None)
2025-08-06 08:40:08,573 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManager - Initialized BlockManager: BlockManagerId(0, 172.18.0.11, 44889, None)
2025-08-06 08:40:08,589 [dispatcher-Executor] INFO  org.apache.spark.executor.Executor - Starting executor with user classpath (userClassPathFirst = false): ''
2025-08-06 08:41:08,760 [dispatcher-event-loop-5] INFO  org.apache.spark.deploy.worker.Worker - Asked to kill executor app-20250806084002-0000/0
2025-08-06 08:41:08,762 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Runner thread for executor app-20250806084002-0000/0 interrupted
2025-08-06 08:41:08,762 [ExecutorRunner for app-20250806084002-0000/0] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Killing process!
2025-08-06 08:41:08,765 [SIGTERM handler] ERROR org.apache.spark.executor.CoarseGrainedExecutorBackend - RECEIVED SIGNAL TERM
2025-08-06 08:41:08,780 [shutdown-hook-0] INFO  org.apache.spark.storage.memory.MemoryStore - MemoryStore cleared
2025-08-06 08:41:08,781 [shutdown-hook-0] INFO  org.apache.spark.storage.BlockManager - BlockManager stopped
2025-08-06 08:41:08,785 [shutdown-hook-0] INFO  org.apache.spark.util.ShutdownHookManager - Shutdown hook called
2025-08-06 08:41:08,825 [dispatcher-event-loop-8] INFO  org.apache.spark.deploy.worker.Worker - Executor app-20250806084002-0000/0 finished with state KILLED exitStatus 143
2025-08-06 08:41:08,827 [dispatcher-event-loop-8] INFO  org.apache.spark.network.shuffle.ExternalShuffleBlockResolver - Clean up non-shuffle and non-RDD files associated with the finished executor 0
2025-08-06 08:41:08,830 [dispatcher-event-loop-8] INFO  org.apache.spark.network.shuffle.ExternalShuffleBlockResolver - Executor is not registered (appId=app-20250806084002-0000, execId=0)
2025-08-06 08:42:29,883 [main] INFO  org.apache.spark.deploy.worker.Worker - Started daemon with process name: 33@c45e69ed5283
2025-08-06 08:42:29,912 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for TERM
2025-08-06 08:42:29,917 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for HUP
2025-08-06 08:42:29,918 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for INT
2025-08-06 08:42:30,544 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:42:30,546 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:42:30,548 [main] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:42:30,551 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:42:30,552 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:42:31,044 [main] WARN  org.apache.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-08-06 08:42:31,845 [main] INFO  org.apache.spark.util.Utils - Successfully started service 'sparkWorker' on port 33539.
2025-08-06 08:42:31,855 [main] INFO  org.apache.spark.deploy.worker.Worker - Worker decommissioning not enabled.
2025-08-06 08:42:32,270 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker - Starting Spark worker 172.18.0.11:33539 with 12 cores, 6.6 GiB RAM
2025-08-06 08:42:32,292 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker - Running Spark version 3.4.1
2025-08-06 08:42:32,294 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker - Spark home: /opt/bitnami/spark
2025-08-06 08:42:32,328 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils - ==============================================================
2025-08-06 08:42:32,330 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils - No custom resources configured for spark.worker.
2025-08-06 08:42:32,332 [dispatcher-event-loop-1] INFO  org.apache.spark.resource.ResourceUtils - ==============================================================
2025-08-06 08:42:32,451 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.util.log - Logging initialized @6590ms to org.sparkproject.jetty.util.log.Slf4jLog
2025-08-06 08:42:32,558 [dispatcher-event-loop-1] INFO  org.apache.spark.ui.JettyUtils - Start Jetty 0.0.0.0:8081 for WorkerUI
2025-08-06 08:42:32,590 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.Server - jetty-9.4.50.v20221201; built: 2022-12-01T22:07:03.915Z; git: da9a0b30691a45daf90a9f17b5defa2f1434f882; jvm 17.0.9+11-LTS
2025-08-06 08:42:32,632 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.Server - Started @6772ms
2025-08-06 08:42:32,724 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.AbstractConnector - Started ServerConnector@71c1a022{HTTP/1.1, (http/1.1)}{0.0.0.0:8081}
2025-08-06 08:42:32,725 [dispatcher-event-loop-1] INFO  org.apache.spark.util.Utils - Successfully started service 'WorkerUI' on port 8081.
2025-08-06 08:42:32,776 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2e974675{/logPage,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,785 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@207596f0{/logPage/json,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,791 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@515a7c98{/,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,796 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3771ce7d{/json,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,811 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4df557f0{/static,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,814 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5f116234{/log,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,819 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.ui.WorkerWebUI - Bound WorkerWebUI to 0.0.0.0, and started at http://c45e69ed5283:8081
2025-08-06 08:42:32,823 [worker-register-master-threadpool-0] INFO  org.apache.spark.deploy.worker.Worker - Connecting to master spark-master:7077...
2025-08-06 08:42:32,862 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@ec5a46d{/metrics/json,null,AVAILABLE,@Spark}
2025-08-06 08:42:32,934 [netty-rpc-connection-0] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to spark-master/172.18.0.9:7077 after 63 ms (0 ms spent in bootstraps)
2025-08-06 08:42:33,389 [dispatcher-event-loop-6] INFO  org.apache.spark.deploy.worker.Worker - Successfully registered with master spark://spark-master:7077
2025-08-06 08:42:34,639 [dispatcher-event-loop-8] INFO  org.apache.spark.deploy.worker.Worker - Asked to launch executor app-20250806084234-0000/0 for Thrift JDBC/ODBC Server
2025-08-06 08:42:34,701 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:42:34,702 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:42:34,703 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:42:34,703 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:42:34,704 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:42:34,747 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Launch command: "/opt/bitnami/java/bin/java" "-cp" "/opt/bitnami/spark/conf/:/opt/bitnami/spark/jars/*" "-Xmx1024M" "-Dspark.driver.port=40351" "-Djava.net.preferIPv6Addresses=false" "-XX:+IgnoreUnrecognizedVMOptions" "--add-opens=java.base/java.lang=ALL-UNNAMED" "--add-opens=java.base/java.lang.invoke=ALL-UNNAMED" "--add-opens=java.base/java.lang.reflect=ALL-UNNAMED" "--add-opens=java.base/java.io=ALL-UNNAMED" "--add-opens=java.base/java.net=ALL-UNNAMED" "--add-opens=java.base/java.nio=ALL-UNNAMED" "--add-opens=java.base/java.util=ALL-UNNAMED" "--add-opens=java.base/java.util.concurrent=ALL-UNNAMED" "--add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED" "--add-opens=java.base/sun.nio.ch=ALL-UNNAMED" "--add-opens=java.base/sun.nio.cs=ALL-UNNAMED" "--add-opens=java.base/sun.security.action=ALL-UNNAMED" "--add-opens=java.base/sun.util.calendar=ALL-UNNAMED" "--add-opens=java.security.jgss/sun.security.krb5=ALL-UNNAMED" "-Djdk.reflect.useDirectMethodHandle=false" "org.apache.spark.executor.CoarseGrainedExecutorBackend" "--driver-url" "spark://CoarseGrainedScheduler@5f55bbfe1a00:40351" "--executor-id" "0" "--hostname" "172.18.0.11" "--cores" "2" "--app-id" "app-20250806084234-0000" "--worker-url" "spark://Worker@172.18.0.11:33539" "--resourceProfileId" "0"
2025-08-06 08:42:37,237 [main] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Started daemon with process name: 125@c45e69ed5283
2025-08-06 08:42:37,254 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for TERM
2025-08-06 08:42:37,256 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for HUP
2025-08-06 08:42:37,256 [main] INFO  org.apache.spark.util.SignalUtils - Registering signal handler for INT
2025-08-06 08:42:38,046 [main] WARN  org.apache.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-08-06 08:42:38,287 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:42:38,289 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:42:38,291 [main] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:42:38,293 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:42:38,296 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:42:38,858 [netty-rpc-connection-0] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to 5f55bbfe1a00/172.18.0.12:40351 after 146 ms (0 ms spent in bootstraps)
2025-08-06 08:42:39,143 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: spark
2025-08-06 08:42:39,144 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls to: spark
2025-08-06 08:42:39,146 [main] INFO  org.apache.spark.SecurityManager - Changing view acls groups to: 
2025-08-06 08:42:39,147 [main] INFO  org.apache.spark.SecurityManager - Changing modify acls groups to: 
2025-08-06 08:42:39,148 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-08-06 08:42:39,271 [netty-rpc-connection-0] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to 5f55bbfe1a00/172.18.0.12:40351 after 6 ms (0 ms spent in bootstraps)
2025-08-06 08:42:39,481 [main] INFO  org.apache.spark.storage.DiskBlockManager - Created local directory at /tmp/spark-19ccf7c1-e887-4674-ac46-350f7a1bbe8e/executor-451ea6d2-42c0-431a-a6ce-03bd5a0936a0/blockmgr-ac978529-60d7-4c7a-8e31-347ca5bdcf49
2025-08-06 08:42:39,565 [main] INFO  org.apache.spark.storage.memory.MemoryStore - MemoryStore started with capacity 434.4 MiB
2025-08-06 08:42:39,922 [dispatcher-Executor] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Connecting to driver: spark://CoarseGrainedScheduler@5f55bbfe1a00:40351
2025-08-06 08:42:39,924 [main] INFO  org.apache.spark.deploy.worker.WorkerWatcher - Connecting to worker spark://Worker@172.18.0.11:33539
2025-08-06 08:42:39,933 [netty-rpc-connection-1] INFO  org.apache.spark.network.client.TransportClientFactory - Successfully created connection to /172.18.0.11:33539 after 3 ms (0 ms spent in bootstraps)
2025-08-06 08:42:39,947 [dispatcher-Executor] INFO  org.apache.spark.resource.ResourceUtils - ==============================================================
2025-08-06 08:42:39,947 [dispatcher-event-loop-0] INFO  org.apache.spark.deploy.worker.WorkerWatcher - Successfully connected to spark://Worker@172.18.0.11:33539
2025-08-06 08:42:39,949 [dispatcher-Executor] INFO  org.apache.spark.resource.ResourceUtils - No custom resources configured for spark.executor.
2025-08-06 08:42:39,950 [dispatcher-Executor] INFO  org.apache.spark.resource.ResourceUtils - ==============================================================
2025-08-06 08:42:40,025 [dispatcher-Executor] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Successfully registered with driver
2025-08-06 08:42:40,030 [dispatcher-Executor] INFO  org.apache.spark.executor.Executor - Starting executor ID 0 on host 172.18.0.11
2025-08-06 08:42:40,128 [dispatcher-Executor] INFO  org.apache.spark.util.Utils - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 46627.
2025-08-06 08:42:40,129 [dispatcher-Executor] INFO  org.apache.spark.network.netty.NettyBlockTransferService - Server created on 172.18.0.11:46627
2025-08-06 08:42:40,137 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManager - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2025-08-06 08:42:40,147 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManagerMaster - Registering BlockManager BlockManagerId(0, 172.18.0.11, 46627, None)
2025-08-06 08:42:40,172 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManagerMaster - Registered BlockManager BlockManagerId(0, 172.18.0.11, 46627, None)
2025-08-06 08:42:40,176 [dispatcher-Executor] INFO  org.apache.spark.storage.BlockManager - Initialized BlockManager: BlockManagerId(0, 172.18.0.11, 46627, None)
2025-08-06 08:42:40,200 [dispatcher-Executor] INFO  org.apache.spark.executor.Executor - Starting executor with user classpath (userClassPathFirst = false): ''
2025-08-06 08:43:40,485 [dispatcher-event-loop-5] INFO  org.apache.spark.deploy.worker.Worker - Asked to kill executor app-20250806084234-0000/0
2025-08-06 08:43:40,488 [ExecutorRunner for app-20250806084234-0000/0] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Runner thread for executor app-20250806084234-0000/0 interrupted
